content_type,category,reaction_type,new_datetime,Score
audio,tennis,dislike,2021-03-23,10
audio,tennis,peeking,2020-08-22,35
video,"public speaking",want,2021-03-12,70
video,"public speaking",like,2020-10-08,50
video,"public speaking",intrigued,2021-04-26,45
video,"public speaking",interested,2020-09-24,30
video,"public speaking",intrigued,2021-02-07,45
video,"public speaking",cherish,2020-07-25,70
video,"public speaking",love,2020-11-10,65
video,"public speaking",indifferent,2020-07-01,20
video,"public speaking",like,2020-12-14,50
video,"public speaking",love,2020-08-15,65
video,"public speaking",adore,2020-11-26,72
video,"public speaking",dislike,2020-07-02,10
video,"public speaking",peeking,2020-09-08,35
video,"public speaking","super love",2020-12-31,75
video,"public speaking",like,2020-11-07,50
video,"public speaking",adore,2020-10-28,72
video,"public speaking",cherish,2021-03-30,70
video,"public speaking",scared,2021-04-13,15
video,"public speaking",indifferent,2020-08-02,20
video,"public speaking",heart,2020-11-11,60
video,"public speaking","super love",2020-12-20,75
video,"public speaking",like,2021-02-04,50
video,"public speaking","super love",2020-10-31,75
video,"public speaking",hate,2021-02-07,5
video,"public speaking",intrigued,2020-09-15,45
video,"public speaking",cherish,2020-12-15,70
video,"public speaking",hate,2021-04-08,5
audio,science,scared,2021-06-03,15
audio,science,worried,2020-10-06,12
audio,science,indifferent,2021-02-25,20
audio,science,scared,2021-05-12,15
audio,science,worried,2021-05-01,12
audio,science,interested,2020-08-03,30
audio,science,peeking,2020-11-01,35
audio,science,adore,2020-10-25,72
audio,science,dislike,2020-09-17,10
audio,science,heart,2020-10-01,60
audio,science,dislike,2020-10-16,10
audio,science,cherish,2020-08-01,70
audio,science,dislike,2021-04-24,10
audio,science,cherish,2020-12-18,70
audio,science,love,2021-04-14,65
audio,science,hate,2021-02-04,5
audio,science,adore,2020-06-28,72
audio,science,want,2020-10-22,70
audio,science,want,2020-12-07,70
audio,science,peeking,2021-01-03,35
audio,science,intrigued,2020-08-18,45
audio,science,scared,2020-10-27,15
audio,science,interested,2021-04-04,30
audio,science,indifferent,2020-09-09,20
audio,science,want,2021-03-28,70
audio,science,love,2021-04-21,65
audio,science,adore,2020-08-09,72
audio,science,dislike,2021-02-23,10
audio,science,worried,2021-04-19,12
audio,science,indifferent,2021-03-21,20
video,education,peeking,2020-11-15,35
video,education,worried,2021-01-11,12
video,education,dislike,2021-04-27,10
video,education,heart,2021-06-09,60
video,education,intrigued,2020-09-28,45
video,education,peeking,2020-07-29,35
video,education,intrigued,2020-12-13,45
photo,studying,worried,2021-04-05,12
photo,studying,like,2020-11-12,50
photo,studying,cherish,2020-11-12,70
photo,studying,dislike,2020-06-25,10
photo,studying,love,2020-11-05,65
photo,studying,peeking,2021-03-03,35
photo,studying,"super love",2021-01-19,75
photo,studying,dislike,2021-04-03,10
photo,studying,"super love",2021-02-01,75
photo,studying,scared,2021-04-17,15
photo,studying,want,2020-10-26,70
photo,studying,worried,2020-12-09,12
photo,studying,want,2021-05-19,70
photo,studying,intrigued,2021-03-21,45
photo,studying,adore,2020-08-09,72
photo,studying,intrigued,2020-08-20,45
photo,studying,adore,2020-10-20,72
photo,studying,peeking,2020-12-25,35
photo,studying,indifferent,2020-10-06,20
photo,studying,love,2020-12-29,65
photo,studying,cherish,2020-07-31,70
photo,studying,hate,2021-05-25,5
photo,studying,love,2021-03-11,65
photo,soccer,worried,2020-08-22,12
photo,soccer,want,2021-04-27,70
photo,soccer,love,2020-12-06,65
photo,soccer,intrigued,2021-05-15,45
photo,soccer,scared,2021-02-11,15
photo,soccer,adore,2021-04-10,72
photo,soccer,intrigued,2020-06-25,45
photo,soccer,dislike,2021-01-15,10
photo,soccer,love,2020-07-25,65
photo,soccer,indifferent,2020-12-12,20
photo,soccer,interested,2021-04-14,30
photo,soccer,like,2021-01-31,50
photo,soccer,"super love",2021-02-14,75
photo,soccer,adore,2021-03-20,72
photo,soccer,like,2021-03-10,50
photo,soccer,indifferent,2020-09-21,20
photo,soccer,scared,2021-04-10,15
photo,soccer,like,2020-10-30,50
photo,soccer,heart,2021-01-19,60
photo,soccer,indifferent,2021-05-17,20
photo,soccer,hate,2021-02-13,5
photo,soccer,indifferent,2020-07-26,20
photo,soccer,"super love",2020-08-16,75
photo,soccer,worried,2020-09-29,12
photo,soccer,interested,2020-10-03,30
photo,soccer,scared,2021-03-24,15
photo,soccer,dislike,2020-11-26,10
photo,soccer,interested,2020-12-26,30
photo,soccer,dislike,2020-09-08,10
photo,soccer,indifferent,2020-11-02,20
photo,soccer,worried,2021-01-29,12
photo,soccer,want,2021-03-15,70
photo,soccer,peeking,2020-06-26,35
photo,soccer,interested,2020-07-10,30
photo,soccer,want,2020-10-13,70
photo,soccer,indifferent,2021-06-06,20
photo,soccer,peeking,2020-08-25,35
photo,soccer,heart,2021-05-14,60
photo,soccer,hate,2021-02-02,5
photo,soccer,adore,2020-09-07,72
photo,soccer,cherish,2021-02-28,70
photo,soccer,peeking,2020-07-31,35
photo,soccer,adore,2021-06-18,72
photo,soccer,interested,2020-12-16,30
photo,soccer,interested,2020-07-29,30
photo,tennis,intrigued,2020-12-04,45
photo,tennis,worried,2020-10-08,12
photo,tennis,intrigued,2020-07-04,45
photo,tennis,love,2020-11-22,65
photo,tennis,intrigued,2020-09-28,45
photo,tennis,heart,2020-09-22,60
photo,tennis,peeking,2021-05-04,35
photo,tennis,cherish,2021-02-17,70
photo,tennis,worried,2020-10-16,12
photo,food,love,2020-06-29,65
photo,food,adore,2021-02-19,72
photo,food,"super love",2021-05-29,75
photo,food,interested,2020-08-22,30
photo,food,interested,2020-10-11,30
photo,food,interested,2021-03-17,30
photo,food,want,2021-04-29,70
photo,food,cherish,2021-04-05,70
photo,animals,indifferent,2021-05-28,20
photo,animals,like,2020-07-24,50
photo,animals,scared,2021-03-26,15
photo,animals,cherish,2021-06-13,70
photo,animals,want,2020-12-31,70
photo,animals,adore,2021-04-17,72
photo,animals,peeking,2021-03-04,35
photo,animals,want,2021-02-03,70
photo,animals,love,2020-11-11,65
photo,animals,peeking,2021-05-31,35
photo,animals,dislike,2021-01-10,10
photo,animals,dislike,2020-11-22,10
photo,animals,heart,2021-05-11,60
photo,animals,want,2021-05-27,70
photo,animals,cherish,2021-06-15,70
photo,animals,heart,2021-06-13,60
photo,animals,want,2021-01-31,70
photo,animals,worried,2020-08-19,12
photo,animals,intrigued,2020-07-13,45
photo,animals,heart,2021-02-27,60
audio,dogs,"super love",2020-11-27,75
audio,dogs,like,2021-05-03,50
audio,dogs,peeking,2021-06-02,35
audio,dogs,peeking,2020-09-26,35
audio,dogs,adore,2020-11-22,72
audio,dogs,love,2020-12-06,65
audio,dogs,cherish,2021-06-14,70
audio,dogs,worried,2021-05-25,12
audio,dogs,peeking,2020-07-13,35
audio,dogs,cherish,2020-11-19,70
audio,dogs,peeking,2020-08-01,35
audio,dogs,cherish,2021-04-25,70
audio,dogs,dislike,2020-10-22,10
audio,dogs,worried,2020-10-27,12
audio,dogs,"super love",2021-04-17,75
audio,dogs,like,2021-01-04,50
audio,dogs,cherish,2020-07-29,70
audio,dogs,scared,2021-04-15,15
audio,dogs,interested,2021-05-15,30
audio,dogs,scared,2020-09-22,15
audio,dogs,scared,2020-11-04,15
audio,dogs,cherish,2020-12-09,70
audio,dogs,peeking,2020-10-29,35
photo,soccer,interested,2021-01-14,30
photo,soccer,intrigued,2020-10-26,45
photo,soccer,dislike,2021-01-02,10
photo,soccer,indifferent,2021-06-15,20
photo,soccer,adore,2021-03-18,72
photo,soccer,want,2020-10-11,70
photo,soccer,adore,2021-01-17,72
photo,soccer,cherish,2021-02-26,70
photo,soccer,want,2020-09-23,70
photo,soccer,intrigued,2021-03-30,45
photo,soccer,heart,2020-11-02,60
photo,soccer,dislike,2020-07-03,10
photo,soccer,love,2020-06-27,65
photo,soccer,love,2021-03-10,65
photo,soccer,cherish,2020-12-22,70
photo,soccer,heart,2021-06-08,60
photo,soccer,indifferent,2021-02-08,20
photo,soccer,interested,2020-07-30,30
photo,soccer,want,2020-08-27,70
GIF,"healthy eating",heart,2021-05-04,60
GIF,"healthy eating",like,2021-05-08,50
GIF,"healthy eating",dislike,2020-11-11,10
GIF,"healthy eating",dislike,2020-12-13,10
GIF,"healthy eating",intrigued,2021-01-08,45
GIF,"healthy eating",peeking,2020-09-29,35
GIF,"healthy eating",worried,2020-06-30,12
GIF,"healthy eating",peeking,2021-06-09,35
GIF,"healthy eating",peeking,2021-05-11,35
GIF,"healthy eating",adore,2021-02-16,72
GIF,"healthy eating",interested,2020-07-24,30
GIF,"healthy eating",peeking,2020-12-10,35
GIF,"healthy eating",dislike,2021-05-30,10
GIF,"healthy eating",peeking,2020-08-29,35
GIF,"healthy eating","super love",2021-04-07,75
GIF,"healthy eating",cherish,2021-06-01,70
GIF,"healthy eating",like,2021-06-02,50
GIF,"healthy eating",love,2020-12-30,65
GIF,"healthy eating",intrigued,2021-03-18,45
GIF,"healthy eating",adore,2021-05-21,72
GIF,"healthy eating",hate,2021-02-07,5
GIF,"healthy eating",heart,2021-02-08,60
GIF,"healthy eating",interested,2020-08-16,30
GIF,"healthy eating",hate,2020-09-30,5
GIF,"healthy eating","super love",2021-04-13,75
GIF,"healthy eating",like,2020-10-15,50
GIF,"healthy eating",like,2020-11-09,50
GIF,"healthy eating",love,2020-08-11,65
GIF,"healthy eating",heart,2020-06-27,60
GIF,"healthy eating",heart,2021-01-22,60
GIF,"healthy eating",cherish,2020-07-05,70
GIF,"healthy eating",adore,2020-07-28,72
GIF,"healthy eating",love,2021-05-10,65
GIF,"healthy eating","super love",2020-07-21,75
GIF,"healthy eating",interested,2021-02-02,30
photo,"healthy eating",cherish,2020-10-09,70
photo,"healthy eating",adore,2020-08-11,72
photo,"healthy eating",indifferent,2020-09-20,20
photo,"healthy eating",intrigued,2021-06-11,45
photo,"healthy eating",love,2021-03-02,65
photo,"healthy eating",interested,2020-07-30,30
photo,"healthy eating",hate,2021-01-26,5
photo,"healthy eating",worried,2020-12-26,12
photo,"healthy eating",indifferent,2020-10-21,20
photo,"healthy eating",interested,2021-05-19,30
photo,"healthy eating",cherish,2021-06-17,70
photo,"healthy eating",cherish,2020-07-09,70
photo,"healthy eating",adore,2021-04-08,72
photo,"healthy eating",heart,2020-12-22,60
photo,"healthy eating","super love",2021-02-13,75
photo,"healthy eating",hate,2021-03-12,5
photo,"healthy eating",want,2020-10-30,70
photo,"healthy eating",adore,2020-06-25,72
photo,"healthy eating",heart,2020-10-30,60
photo,"healthy eating","super love",2020-08-21,75
photo,"healthy eating",interested,2020-06-24,30
photo,"healthy eating","super love",2021-03-07,75
photo,"healthy eating",interested,2020-12-03,30
photo,"healthy eating",want,2020-10-07,70
photo,"healthy eating",like,2020-08-07,50
photo,"healthy eating",love,2020-07-27,65
photo,"healthy eating",hate,2021-01-27,5
photo,"healthy eating",love,2021-01-18,65
GIF,cooking,peeking,2021-03-23,35
GIF,cooking,hate,2020-11-23,5
GIF,cooking,dislike,2021-06-15,10
GIF,cooking,heart,2021-02-04,60
GIF,cooking,indifferent,2021-01-08,20
GIF,cooking,scared,2021-06-17,15
GIF,cooking,love,2020-10-17,65
GIF,cooking,intrigued,2021-01-01,45
GIF,cooking,interested,2020-11-11,30
GIF,cooking,heart,2021-06-06,60
GIF,cooking,want,2021-05-23,70
GIF,cooking,worried,2021-03-22,12
GIF,cooking,peeking,2021-05-15,35
GIF,cooking,hate,2021-04-06,5
GIF,cooking,dislike,2020-09-12,10
GIF,cooking,dislike,2021-01-25,10
audio,"public speaking","super love",2020-07-29,75
audio,"public speaking",indifferent,2020-09-10,20
audio,"public speaking",dislike,2020-10-20,10
audio,"public speaking",interested,2020-07-18,30
audio,"public speaking",adore,2021-01-14,72
GIF,culture,adore,2021-01-21,72
GIF,culture,peeking,2020-12-19,35
GIF,culture,want,2020-11-20,70
GIF,culture,love,2021-05-04,65
GIF,culture,want,2020-07-13,70
GIF,culture,like,2021-03-20,50
GIF,culture,"super love",2021-04-18,75
GIF,culture,heart,2021-05-06,60
GIF,culture,peeking,2020-09-24,35
GIF,culture,hate,2021-05-30,5
GIF,culture,adore,2020-09-20,72
GIF,culture,worried,2021-03-22,12
GIF,culture,heart,2021-06-04,60
GIF,culture,hate,2020-07-13,5
GIF,culture,intrigued,2020-06-30,45
GIF,culture,hate,2020-10-13,5
GIF,culture,want,2020-07-23,70
GIF,culture,scared,2020-07-20,15
GIF,culture,scared,2020-09-23,15
GIF,culture,worried,2021-04-13,12
GIF,culture,hate,2021-06-07,5
GIF,culture,cherish,2021-02-05,70
GIF,culture,dislike,2021-04-24,10
GIF,culture,worried,2021-01-20,12
GIF,culture,like,2020-07-29,50
GIF,culture,hate,2020-12-15,5
GIF,culture,peeking,2021-04-06,35
GIF,culture,worried,2021-04-07,12
GIF,culture,heart,2021-04-15,60
GIF,culture,peeking,2020-12-06,35
GIF,culture,want,2020-10-09,70
GIF,culture,want,2020-07-01,70
GIF,culture,dislike,2020-09-28,10
GIF,culture,want,2020-07-02,70
GIF,culture,dislike,2020-10-26,10
GIF,culture,indifferent,2021-04-06,20
GIF,culture,love,2020-10-25,65
GIF,culture,indifferent,2020-07-08,20
GIF,culture,peeking,2021-01-26,35
GIF,culture,dislike,2020-12-03,10
GIF,culture,intrigued,2020-10-06,45
photo,culture,scared,2021-04-20,15
photo,culture,heart,2021-01-22,60
photo,culture,love,2020-08-18,65
photo,culture,worried,2020-09-27,12
photo,culture,cherish,2020-09-14,70
photo,culture,indifferent,2021-04-11,20
photo,culture,heart,2020-07-27,60
photo,culture,scared,2020-10-30,15
photo,culture,want,2020-08-17,70
photo,culture,interested,2020-09-21,30
audio,cooking,intrigued,2021-03-25,45
audio,cooking,like,2020-12-28,50
audio,cooking,intrigued,2020-08-24,45
audio,cooking,adore,2021-05-28,72
audio,cooking,indifferent,2021-05-30,20
audio,cooking,"super love",2021-05-21,75
audio,cooking,"super love",2021-05-05,75
audio,cooking,scared,2021-01-03,15
audio,cooking,like,2021-01-03,50
audio,cooking,worried,2020-08-18,12
audio,cooking,heart,2020-10-22,60
audio,cooking,dislike,2020-10-17,10
audio,cooking,hate,2020-12-27,5
audio,cooking,"super love",2020-11-15,75
audio,cooking,scared,2021-04-07,15
audio,cooking,scared,2020-06-26,15
audio,cooking,hate,2020-07-08,5
audio,cooking,adore,2021-03-03,72
audio,cooking,hate,2020-10-13,5
audio,cooking,"super love",2020-08-26,75
audio,cooking,peeking,2021-02-23,35
audio,cooking,love,2020-09-26,65
audio,cooking,love,2021-02-10,65
audio,cooking,peeking,2020-12-19,35
audio,cooking,dislike,2021-03-23,10
audio,cooking,dislike,2020-08-06,10
audio,cooking,dislike,2020-10-23,10
audio,cooking,like,2021-05-13,50
photo,technology,cherish,2020-07-21,70
photo,technology,interested,2021-06-07,30
photo,technology,worried,2021-05-05,12
photo,technology,intrigued,2020-12-25,45
photo,technology,love,2021-04-29,65
photo,technology,indifferent,2020-09-09,20
photo,technology,hate,2020-07-18,5
photo,technology,like,2020-09-01,50
photo,technology,hate,2021-01-07,5
photo,technology,intrigued,2021-02-08,45
photo,technology,worried,2021-03-25,12
photo,technology,want,2021-04-08,70
photo,technology,cherish,2020-07-11,70
photo,technology,scared,2021-06-16,15
photo,technology,adore,2021-06-16,72
photo,technology,scared,2020-07-14,15
photo,technology,love,2021-04-07,65
photo,technology,hate,2020-10-08,5
photo,technology,peeking,2020-09-12,35
photo,technology,interested,2020-10-11,30
photo,technology,heart,2020-09-02,60
photo,technology,scared,2021-04-29,15
photo,technology,hate,2020-06-21,5
photo,technology,"super love",2020-09-23,75
photo,technology,heart,2021-01-22,60
photo,technology,"super love",2020-09-01,75
photo,technology,like,2021-05-13,50
photo,technology,adore,2021-06-17,72
photo,technology,cherish,2021-04-03,70
photo,technology,dislike,2021-05-20,10
photo,technology,want,2020-09-06,70
photo,technology,cherish,2021-06-13,70
photo,technology,love,2020-08-13,65
photo,technology,dislike,2020-07-21,10
photo,technology,intrigued,2021-06-05,45
photo,technology,intrigued,2021-05-11,45
photo,technology,indifferent,2020-12-05,20
photo,technology,hate,2021-04-01,5
photo,technology,dislike,2021-04-08,10
photo,technology,intrigued,2021-02-23,45
photo,technology,cherish,2020-08-19,70
photo,technology,worried,2020-11-15,12
photo,technology,adore,2020-11-09,72
audio,"public speaking",adore,2020-07-07,72
audio,"public speaking",intrigued,2021-03-10,45
audio,"public speaking",like,2020-09-16,50
audio,"public speaking",indifferent,2020-11-02,20
audio,"public speaking",cherish,2021-04-17,70
audio,"public speaking",cherish,2021-05-01,70
audio,"public speaking",want,2021-02-20,70
audio,"public speaking",intrigued,2021-04-01,45
audio,"public speaking",interested,2021-05-26,30
audio,"public speaking","super love",2020-08-11,75
audio,"public speaking",worried,2021-03-09,12
audio,"public speaking",adore,2020-07-09,72
audio,"public speaking",love,2020-12-09,65
audio,"public speaking",scared,2021-05-19,15
audio,"public speaking",adore,2020-10-20,72
audio,"public speaking",like,2020-10-01,50
audio,"public speaking",like,2020-09-11,50
audio,"public speaking",love,2020-08-11,65
audio,"public speaking",hate,2021-01-23,5
audio,"public speaking",intrigued,2020-09-16,45
audio,"public speaking","super love",2021-03-29,75
audio,"public speaking",cherish,2020-12-29,70
audio,"public speaking",indifferent,2020-09-21,20
audio,"public speaking",peeking,2021-04-06,35
audio,"public speaking",intrigued,2021-02-07,45
audio,"public speaking",heart,2020-11-27,60
audio,"public speaking",dislike,2020-12-19,10
audio,"public speaking",intrigued,2020-10-23,45
audio,"public speaking",intrigued,2021-05-25,45
audio,"public speaking",intrigued,2020-08-17,45
photo,"healthy eating",scared,2021-02-26,15
photo,"healthy eating",scared,2020-11-19,15
photo,"healthy eating",cherish,2021-05-30,70
photo,"healthy eating",hate,2021-05-09,5
photo,"healthy eating",indifferent,2020-11-28,20
photo,"healthy eating",like,2021-02-18,50
photo,"healthy eating",scared,2020-10-07,15
photo,"healthy eating","super love",2020-09-26,75
photo,"healthy eating",cherish,2021-02-22,70
photo,"healthy eating",like,2020-07-31,50
photo,"healthy eating",cherish,2020-11-04,70
photo,"healthy eating",love,2020-09-29,65
photo,"healthy eating",intrigued,2021-04-18,45
photo,"healthy eating",intrigued,2020-10-16,45
photo,"healthy eating",indifferent,2020-10-15,20
photo,"healthy eating",like,2020-12-18,50
photo,"healthy eating",adore,2020-07-12,72
photo,"healthy eating",hate,2020-08-07,5
photo,"healthy eating",cherish,2020-07-28,70
photo,"healthy eating",indifferent,2021-05-09,20
photo,"healthy eating",scared,2021-06-11,15
photo,"healthy eating",adore,2021-03-28,72
photo,"healthy eating",dislike,2020-09-28,10
photo,"healthy eating",cherish,2021-02-14,70
photo,"healthy eating",indifferent,2020-10-22,20
photo,"healthy eating","super love",2020-06-19,75
video,education,adore,2020-10-20,72
video,education,worried,2021-03-31,12
video,education,intrigued,2021-03-10,45
video,education,intrigued,2021-02-22,45
video,education,scared,2020-09-27,15
video,education,dislike,2020-09-21,10
video,education,love,2020-10-04,65
video,education,"super love",2020-09-08,75
video,education,peeking,2021-04-11,35
video,education,scared,2021-06-14,15
video,education,worried,2020-10-19,12
video,education,peeking,2020-07-20,35
video,education,love,2021-01-10,65
video,education,like,2021-04-14,50
video,education,scared,2021-02-10,15
video,education,scared,2021-04-18,15
video,education,adore,2020-12-06,72
video,education,interested,2020-10-31,30
video,education,intrigued,2021-04-21,45
video,education,cherish,2021-01-27,70
video,education,worried,2020-08-01,12
video,education,indifferent,2020-09-29,20
video,education,want,2020-11-16,70
video,education,cherish,2021-05-17,70
video,education,like,2020-07-07,50
video,education,worried,2021-01-11,12
video,education,dislike,2020-09-10,10
video,education,interested,2021-04-30,30
video,education,cherish,2020-10-11,70
audio,culture,interested,2020-11-10,30
audio,culture,heart,2020-09-20,60
audio,culture,peeking,2020-06-27,35
audio,culture,interested,2020-07-25,30
audio,culture,intrigued,2021-05-16,45
audio,culture,cherish,2021-03-12,70
audio,culture,scared,2021-03-15,15
audio,culture,scared,2020-10-23,15
audio,culture,cherish,2021-06-01,70
audio,culture,interested,2020-09-20,30
audio,culture,cherish,2020-08-04,70
audio,culture,interested,2020-08-13,30
audio,culture,cherish,2020-11-27,70
audio,culture,cherish,2020-08-27,70
audio,culture,indifferent,2021-03-29,20
audio,culture,indifferent,2020-08-10,20
audio,culture,peeking,2020-09-26,35
audio,culture,"super love",2020-11-06,75
audio,culture,hate,2020-08-11,5
audio,culture,peeking,2021-01-03,35
audio,culture,worried,2021-03-30,12
audio,culture,worried,2020-07-18,12
audio,culture,"super love",2020-12-04,75
audio,culture,"super love",2020-11-14,75
audio,culture,love,2020-07-19,65
audio,culture,intrigued,2021-06-14,45
audio,culture,like,2021-04-20,50
audio,culture,intrigued,2021-03-31,45
audio,culture,like,2021-04-14,50
audio,culture,peeking,2021-04-23,35
audio,culture,heart,2020-10-04,60
audio,culture,like,2020-07-31,50
audio,culture,cherish,2020-12-07,70
audio,culture,"super love",2020-12-24,75
audio,culture,worried,2021-01-22,12
audio,culture,want,2020-07-06,70
audio,culture,indifferent,2020-08-24,20
audio,culture,scared,2021-03-10,15
audio,culture,peeking,2021-01-29,35
GIF,dogs,love,2020-12-05,65
GIF,dogs,want,2021-05-13,70
GIF,dogs,interested,2021-01-20,30
GIF,dogs,indifferent,2020-10-31,20
GIF,dogs,heart,2021-01-01,60
GIF,dogs,indifferent,2020-11-19,20
GIF,dogs,worried,2020-08-27,12
GIF,dogs,like,2020-11-23,50
GIF,dogs,cherish,2020-12-11,70
GIF,dogs,dislike,2020-08-01,10
GIF,dogs,adore,2021-01-04,72
GIF,dogs,cherish,2021-05-22,70
GIF,dogs,hate,2020-10-28,5
GIF,dogs,scared,2020-08-10,15
GIF,dogs,peeking,2020-10-31,35
GIF,dogs,scared,2021-02-16,15
GIF,dogs,love,2020-08-11,65
GIF,dogs,heart,2020-09-13,60
GIF,dogs,peeking,2021-02-17,35
GIF,dogs,dislike,2021-05-14,10
GIF,dogs,love,2020-09-01,65
GIF,dogs,intrigued,2020-08-13,45
GIF,dogs,indifferent,2020-08-02,20
GIF,dogs,like,2020-08-25,50
GIF,dogs,adore,2020-06-21,72
GIF,dogs,adore,2021-06-04,72
GIF,dogs,indifferent,2020-09-08,20
GIF,dogs,cherish,2020-08-06,70
GIF,dogs,peeking,2021-03-23,35
GIF,dogs,cherish,2020-09-19,70
GIF,dogs,want,2020-07-26,70
GIF,dogs,peeking,2020-09-09,35
GIF,dogs,cherish,2020-07-16,70
GIF,cooking,peeking,2021-06-10,35
GIF,cooking,love,2020-10-31,65
GIF,cooking,love,2020-11-19,65
GIF,cooking,indifferent,2020-09-26,20
GIF,cooking,adore,2021-02-12,72
GIF,cooking,scared,2021-05-07,15
GIF,cooking,peeking,2020-09-21,35
GIF,cooking,dislike,2020-08-07,10
GIF,cooking,love,2020-10-03,65
GIF,cooking,adore,2020-07-04,72
GIF,cooking,intrigued,2021-06-01,45
GIF,cooking,indifferent,2021-04-12,20
GIF,cooking,cherish,2021-02-26,70
GIF,cooking,dislike,2020-10-03,10
GIF,cooking,like,2021-06-11,50
GIF,cooking,adore,2020-09-09,72
GIF,cooking,cherish,2020-08-28,70
GIF,cooking,interested,2020-12-29,30
GIF,cooking,hate,2020-12-13,5
GIF,cooking,love,2021-05-17,65
GIF,cooking,"super love",2020-06-21,75
GIF,cooking,want,2020-11-05,70
GIF,cooking,like,2020-10-18,50
GIF,cooking,love,2020-08-15,65
GIF,cooking,adore,2020-09-30,72
GIF,cooking,hate,2021-03-07,5
GIF,cooking,peeking,2021-04-29,35
GIF,cooking,interested,2020-08-16,30
GIF,cooking,love,2020-07-18,65
GIF,cooking,"super love",2021-03-01,75
GIF,cooking,scared,2020-10-23,15
GIF,cooking,"super love",2021-02-06,75
GIF,cooking,heart,2020-07-06,60
GIF,cooking,like,2021-05-19,50
GIF,cooking,worried,2021-05-30,12
GIF,cooking,peeking,2021-05-10,35
photo,technology,want,2021-06-04,70
photo,technology,"super love",2021-05-18,75
photo,technology,like,2021-03-18,50
photo,technology,"super love",2021-01-12,75
photo,technology,like,2020-06-30,50
photo,technology,interested,2020-10-15,30
photo,technology,interested,2021-02-20,30
photo,technology,cherish,2020-12-02,70
photo,technology,scared,2020-11-19,15
photo,technology,love,2021-05-04,65
photo,technology,peeking,2021-04-12,35
photo,technology,scared,2021-04-29,15
photo,technology,indifferent,2020-08-15,20
photo,technology,worried,2020-07-18,12
photo,technology,hate,2021-03-11,5
photo,technology,peeking,2020-11-25,35
photo,technology,indifferent,2020-07-27,20
photo,technology,adore,2021-04-17,72
photo,technology,adore,2020-10-06,72
photo,technology,like,2020-09-30,50
photo,technology,hate,2020-11-30,5
photo,technology,indifferent,2021-01-24,20
photo,technology,worried,2020-12-11,12
photo,technology,adore,2020-07-13,72
photo,technology,hate,2021-05-10,5
photo,technology,adore,2020-10-19,72
photo,technology,love,2021-04-15,65
photo,technology,heart,2020-09-26,60
photo,technology,peeking,2020-09-10,35
photo,technology,heart,2020-09-14,60
photo,technology,worried,2020-11-17,12
photo,technology,interested,2020-08-30,30
photo,technology,love,2021-01-07,65
photo,technology,"super love",2020-08-18,75
photo,technology,intrigued,2021-04-14,45
photo,technology,intrigued,2020-09-24,45
photo,technology,peeking,2021-02-18,35
photo,technology,like,2021-01-19,50
photo,technology,heart,2020-09-01,60
video,veganism,heart,2020-08-05,60
video,veganism,cherish,2021-03-29,70
video,veganism,"super love",2021-01-27,75
video,veganism,intrigued,2021-05-16,45
video,veganism,heart,2020-11-07,60
video,veganism,"super love",2021-01-25,75
video,veganism,heart,2021-04-16,60
video,veganism,peeking,2020-06-22,35
video,veganism,cherish,2021-05-25,70
video,veganism,adore,2020-10-17,72
audio,Soccer,peeking,2021-05-15,35
audio,Soccer,love,2020-09-29,65
audio,Soccer,want,2020-11-18,70
audio,Soccer,peeking,2020-08-05,35
audio,Soccer,heart,2020-11-25,60
audio,Soccer,love,2020-07-05,65
audio,Soccer,dislike,2021-05-21,10
audio,Soccer,intrigued,2021-06-09,45
audio,Soccer,dislike,2021-05-28,10
audio,Soccer,scared,2020-12-04,15
audio,Soccer,intrigued,2020-11-07,45
audio,Soccer,"super love",2020-08-07,75
audio,Soccer,like,2021-03-01,50
audio,Soccer,adore,2021-06-15,72
audio,Soccer,indifferent,2021-03-08,20
audio,Soccer,love,2020-11-21,65
audio,Soccer,hate,2021-04-14,5
audio,Soccer,hate,2020-06-25,5
audio,Soccer,peeking,2021-05-24,35
audio,Soccer,like,2020-12-14,50
audio,Soccer,love,2020-12-15,65
audio,Soccer,"super love",2020-07-20,75
photo,animals,indifferent,2020-06-24,20
photo,animals,scared,2021-05-26,15
photo,animals,heart,2020-12-04,60
photo,animals,love,2020-12-26,65
photo,animals,"super love",2020-10-04,75
photo,animals,intrigued,2020-09-17,45
photo,animals,peeking,2020-10-26,35
photo,animals,love,2020-10-18,65
photo,animals,heart,2020-12-13,60
photo,animals,adore,2020-08-16,72
photo,animals,hate,2020-07-23,5
photo,animals,intrigued,2021-06-04,45
photo,animals,cherish,2020-09-22,70
photo,animals,dislike,2021-04-22,10
photo,animals,hate,2020-08-25,5
photo,animals,want,2020-07-29,70
photo,animals,scared,2021-05-30,15
photo,animals,like,2021-01-15,50
photo,animals,love,2020-12-09,65
photo,animals,want,2020-12-25,70
photo,animals,scared,2021-03-27,15
photo,animals,worried,2021-03-12,12
photo,animals,cherish,2021-03-26,70
photo,animals,scared,2020-10-21,15
photo,animals,cherish,2020-11-05,70
photo,animals,worried,2020-09-26,12
photo,animals,love,2021-03-01,65
photo,animals,cherish,2021-02-28,70
audio,soccer,love,2020-09-26,65
audio,soccer,adore,2021-03-04,72
audio,soccer,want,2020-07-28,70
audio,soccer,worried,2020-10-08,12
audio,soccer,like,2021-05-03,50
